Vmag,Plx,e_Plx,B-V,SpType,Amag,target
8.38,3.82,0.96,1.008,G8III,16.290316814558544,1.0
8.11,5.23,2.56,0.035,B9.5V,16.70250844433637,0.0
8.8,2.71,1.24,1.078,K0III,15.96484645437203,1.0
8.64,6.74,1.35,1.308,K0IV,17.7832994826766,0.0
8.73,7.81,1.44,0.574,F7V,18.193255169386504,0.0
6.47,10.55,0.79,0.056,A1V,16.58626229816856,0.0
9.33,100.17,1.3,1.461,M1V...,24.333688368870163,0.0
5.31,60.8,1.42,0.715,G8IV-V,19.229517896363674,0.0
6.99,2.45,0.69,-0.091,B7/B8III,13.935830421822663,1.0
7.5,3.41,0.92,0.443,F2/F3III,15.163771894962489,1.0
8.28,3.66,1.17,1.074,G8III: + A2V,16.097405426972053,1.0
8.72,5.61,1.19,0.444,F0V,17.464814306280807,0.0
8.49,2.46,1.38,1.08,G8/K0III +F:,15.444675535516897,1.0
8.55,11.2,1.82,0.489,F5V,18.796090113350907,0.0
6.94,12.43,0.83,0.393,F3/F5III/IV,17.412355643208226,1.0
6.91,19.61,0.96,0.505,F6IV,18.37238796833892,0.0
8.49,7.41,1.3,0.532,F6V,17.83909103989664,0.0
6.43,3.29,0.6,0.51,F6III,14.015979489749872,1.0
9.03,3.92,1.44,0.591,F3V,16.996430335102286,0.0
8.62,5.53,1.18,0.694,F3V,17.33362565652349,0.0
10.05,4.22,1.81,0.446,A0IV/V,18.17656225480837,0.0
6.22,2.82,0.56,1.397,K2III,13.471245541596804,1.0
4.41,8.88,0.64,1.434,K3IIIvar,14.152064828893005,1.0
8.41,2.18,1.11,1.384,K2III,15.102282468023024,1.0
2.7,6.29,0.81,-0.179,B2IV,11.693253227226347,0.0
8.96,8.27,2.32,0.45,F5V,18.547527547762733,0.0
8.71,4.87,1.31,0.421,F0III/IV,17.147644806073174,1.0
6.89,9.21,1.21,0.106,A0/A1V:,16.711298150984245,0.0
7.39,10.46,0.96,0.375,F2IV,17.487658422656278,0.0
8.47,2.0,1.45,0.456,F0IV/V,14.975149978319907,0.0
9.4,4.18,1.59,0.59,F3V,17.505881408875176,0.0
8.25,3.39,0.88,1.601,M5III,15.900998491015411,1.0
5.63,8.65,0.56,0.96,G8III,15.315080537324071,1.0
8.33,3.55,1.19,0.597,F6V,16.081141765275472,0.0
8.08,7.11,1.29,0.764,G8III +A7/F0,17.33934800364883,1.0
8.2,3.07,1.14,1.315,K2III,15.635691877385932,1.0
3.6,17.42,0.73,-0.104,B8V,14.805240753358222,0.0
9.13,3.35,1.25,0.066,B8/B9III,16.755224035184227,1.0
8.0,2.0,0.87,1.215,K2III,14.505149978319906,1.0
8.46,12.54,1.28,0.51,F6V,18.95148768247349,0.0
7.14,11.34,1.63,0.538,F6V,17.41306527278444,0.0
7.93,14.74,1.09,0.556,G0/G1V,18.772487417615164,0.0
5.57,8.75,1.19,0.844,G8III,15.280040265111566,1.0
5.99,1.52,0.76,-0.045,B7II/III,11.899217939723863,1.0
7.87,3.26,0.93,0.834,G5III,15.436088000339694,1.0
4.78,7.65,0.87,0.016,A0V,14.19830717576809,0.0
5.83,4.02,0.58,1.617,M3III,13.85113026542235,1.0
8.83,17.67,3.35,1.2,G8/K0V:,20.066182747533823,0.0
9.13,3.37,3.07,0.12,A1IV/V,16.768149504356693,0.0
8.23,5.1,2.15,0.397,F0V,16.767850880489682,0.0
7.18,5.71,0.87,1.319,K3III,15.96318054122924,1.0
9.96,6.56,1.73,0.629,G2/G3V,19.0445191968783,0.0
8.51,7.49,1.22,0.337,F0V,17.882409088497333,0.0
7.19,4.65,1.88,0.06,B7/B8IV:,15.527264764449772,0.0
6.05,7.47,1.1,-0.065,B9II/III,15.416603009076994,1.0
6.43,8.13,0.93,1.191,K2III,15.980452727970341,1.0
8.46,7.47,1.27,0.955,K0IV,17.826603009076994,0.0
5.66,11.86,0.57,-0.001,A1V,16.030423445141217,0.0
7.92,0.82,0.98,0.982,G6III,12.489069261918583,1.0
2.84,13.46,0.95,-0.136,B2Vne,13.48522529943979,0.0
8.8,4.98,1.46,1.036,G8IV,17.286146713798587,0.0
9.55,9.34,1.63,0.56,G2/G3V,19.40173438115047,0.0
6.98,19.85,0.85,0.534,G0V,18.46880255549567,0.0
8.54,1.66,1.12,0.236,B3II/III,14.640540440200274,1.0
9.4,6.33,1.55,0.55,F8V,18.407018550086775,0.0
8.23,0.65,1.06,0.044,B6V,12.294566783214279,0.0
9.06,6.04,3.19,0.592,F3V,17.96518469310566,0.0
5.07,15.02,0.54,1.077,K0III,15.953349663340747,1.0
9.23,5.52,1.25,0.368,A1V,17.939695388645994,0.0
6.52,42.2,0.56,0.639,G5V,19.64656225480837,0.0
9.23,8.82,1.52,0.457,F5V,18.9573429256591,0.0
8.64,3.11,1.5,0.368,F0III/IV,16.103801945134187,1.0
9.05,8.59,6.3,0.41,B8/9V:  B7/9,18.719965819156215,0.0
8.11,2.68,1.36,1.197,M4/5 + A2/3V,15.250673970143945,0.0
4.35,17.85,0.48,0.021,A1Vn,15.60819110224106,0.0
7.3,3.87,0.64,1.374,K3III,15.238554825094557,1.0
6.42,6.59,0.77,-0.013,B9.5V,15.514427072970049,0.0
9.09,1.38,1.56,0.003,B3III,14.789395432006183,1.0
8.76,1.95,1.22,1.166,K1III,15.21017305681259,1.0
8.73,2.78,1.42,1.551,K3/K4III,15.950223979590382,1.0
8.82,2.31,1.21,1.602,K4III,15.638059899460723,1.0
8.62,8.52,2.49,0.62,G8:III:+...,18.2721979738335,1.0
7.02,3.01,0.81,1.52,K5III,14.412832477969216,1.0
6.16,9.55,0.89,0.36,F2IV,16.060016857918733,0.0
6.84,13.18,0.65,0.206,A7V,17.439577051289955,0.0
9.44,10.0,2.13,0.644,F5V,19.439999999999998,0.0
8.58,2.47,1.0,0.101,A1V,15.543484766298329,0.0
8.89,4.55,1.25,0.291,B5II/III,17.18005698328556,1.0
6.61,9.68,0.8,1.043,K0III,16.53937678654197,1.0
8.06,0.62,1.02,1.41,K3III,12.02195844749127,1.0
8.69,3.15,1.16,1.144,K1III,16.181552768948002,1.0
7.51,9.78,0.9,0.893,G8IV,17.461694273938008,0.0
8.19,7.05,1.2,0.906,K0III,17.430945584956994,1.0
8.02,5.15,1.22,0.403,A9/F0III,16.579036145205954,1.0
7.25,6.54,1.01,0.121,A0V,16.327888741621337,0.0
8.01,2.0,1.2,1.684,K5/M0III,14.515149978319906,1.0
6.81,7.03,1.12,1.022,K0III,16.044776625099118,1.0
8.48,9.7,1.37,0.47,F3V,18.413858671331226,0.0
9.66,13.47,1.5,0.653,G5V,20.30683797861493,0.0
8.23,2.94,1.83,0.024,B9IV,15.571736652060787,0.0
5.72,8.62,0.53,1.089,K1III:,15.397536329123565,1.0
6.99,4.57,0.8,0.168,B7:Vnnpe,15.289581000349253,0.0
7.53,5.36,0.85,0.088,A1V,16.17582394846385,0.0
8.84,4.64,1.37,0.354,F0V,17.172589902774405,0.0
9.6,1.66,1.72,0.781,F2V,15.700540440200275,0.0
7.07,3.28,1.23,0.033,B9III,14.649369218558396,1.0
7.88,3.96,1.09,1.129,K0III,15.86847592962756,1.0
9.24,9.62,1.4,0.503,G2/G3V,19.155875360189064,0.0
9.48,8.62,1.6,0.59,G2/G3V,19.157536329123566,0.0
8.7,2.82,1.17,1.085,K0III,15.951245541596805,1.0
5.65,27.26,0.73,0.505,F6V,17.827629257493275,0.0
9.76,4.63,1.51,0.423,A9V,18.087904955089765,0.0
9.77,4.79,1.75,0.659,G5V,18.171677567072816,0.0
7.75,6.05,0.96,0.511,F3V,16.658776873262347,0.0
7.35,2.08,1.05,-0.015,B5IV:,13.940316674813808,0.0
8.55,13.91,1.28,0.63,G3V,19.266635649960236,0.0
5.61,20.66,0.77,0.187,A5V,17.18565158591801,0.0
6.15,4.32,0.52,0.602,A5V+...,14.327418734074561,0.0
7.75,4.98,0.88,1.727,K4/K5III,16.23614671379859,1.0
1.62,4.64,0.9,-0.231,B1.5IV+...,9.952589902774406,0.0
5.68,10.2,0.82,1.002,K0III:,15.723000858809588,1.0
9.19,3.04,1.92,0.8,G0V,16.60436791804377,0.0
6.36,4.53,0.82,1.595,M4IIIa,14.64049101006416,1.0
7.76,1.24,1.01,-0.062,B5III,13.227108425811176,1.0
8.25,5.04,1.11,1.348,K0III,16.76215268222763,1.0
9.26,6.41,1.33,0.459,F2V,18.294290147594086,0.0
8.15,4.86,0.89,1.1,K2III,16.58318134631147,1.0
7.45,3.46,0.87,1.628,M0III,15.145380493963884,1.0
7.91,7.81,1.0,0.418,F2V,17.373255169386503,0.0
8.23,5.44,0.95,0.636,G0IV,16.9079944984909,0.0
7.36,13.38,2.0,0.356,F0IV,17.99228056715902,0.0
8.07,0.89,1.26,1.551,K2III,12.816950033224565,1.0
7.6,27.04,0.87,0.6,G2V,19.76003343634799,0.0
8.59,1.83,1.27,1.12,K0III,14.902255448652149,1.0
8.67,3.9,1.24,0.503,F2V,16.625323035132496,0.0
8.38,4.69,1.0,0.425,F2III,16.735864213575418,1.0
7.0,1.2,0.93,-0.018,B9III,12.395906230238126,1.0
7.59,3.36,1.13,1.634,M3/M4III,15.22169638694922,1.0
7.09,24.56,0.81,0.667,G3/G5V,19.04114181234565,0.0
8.71,10.26,0.92,0.68,G2IV,18.765736803878987,0.0
8.88,3.64,1.32,0.016,B9IV,16.68550691824528,0.0
7.61,2.24,1.03,0.137,B7III,14.361240091670815,1.0
8.04,1.99,1.31,2.267,M1III,14.534265382048531,1.0
6.32,6.93,0.93,0.953,G6/G8III,15.523666173059034,1.0
7.71,4.14,0.84,1.547,M2III,15.795001705604495,1.0
6.52,6.4,0.93,0.95,G8III,15.550899869919435,1.0
7.14,3.07,0.93,0.015,B8IV,14.575691877385932,0.0
8.62,5.38,1.54,0.942,G8/K0III,17.273911378331945,1.0
8.8,0.86,1.31,0.097,B1:V:nn,13.472492256217839,0.0
6.59,5.53,0.94,0.224,A8Vn,15.303625656523492,0.0
8.28,1.57,1.14,1.177,K2/K3III,14.259498262046169,1.0
7.84,3.98,0.96,1.025,G8III,15.839415360368438,1.0
7.11,4.2,0.88,0.405,F0IV/V,15.226246451989503,0.0
5.8,9.54,0.76,0.04,A2V,15.697741873520474,0.0
9.15,12.38,1.4,0.52,F7/F8V,19.613603223420498,0.0
8.96,9.52,1.34,0.56,G5/G6V:+...,18.853184741922373,0.0
9.28,3.02,1.36,0.426,A9/F0V,16.68003471478575,0.0
8.98,1.47,1.24,1.241,K0III,14.816586673740881,1.0
8.74,0.14,1.42,1.65,K3III,9.470640178391191,1.0
8.75,1.76,1.42,0.916,G8III,14.97756333907075,1.0
9.15,10.45,1.5,0.542,G0V,19.245581452235363,0.0
7.7,7.85,0.71,0.26,A9V,17.174348283726264,0.0
8.37,20.9,1.18,0.577,G0V,19.97073143055527,0.0
8.9,2.29,1.55,0.91,G3IV/V,15.69917741169944,0.0
5.54,8.65,0.78,0.013,B8Vn,15.225080537324072,0.0
8.76,4.17,1.41,1.185,G8III,16.860680274868788,1.0
8.74,3.12,1.15,0.026,B9II/III,16.210772970092215,1.0
8.05,1.11,1.21,0.138,B6/B7III,13.276614893933289,1.0
9.19,8.41,2.35,0.51,F5/F6V,18.813979978989558,0.0
8.05,4.53,0.98,-0.004,B6IV,16.330491010064158,0.0
2.08,69.84,0.88,0.155,A5III,16.300521153487566,1.0
5.23,70.98,0.55,0.602,G0V,19.48567997505787,0.0
9.01,0.73,1.26,0.945,G8/K0III,13.32661430060228,1.0
7.02,4.96,1.11,0.21,A5IV,15.497408382450987,0.0
8.77,5.23,1.01,0.453,F5V,17.36250844433637,0.0
6.76,9.35,0.88,1.24,K3III,16.614058054362587,1.0
8.64,5.46,1.17,0.552,G2IV,17.325963213523686,0.0
6.87,9.88,0.86,0.04,A0V,16.843784722938143,0.0
8.75,30.43,1.35,0.79,G8/K0V,21.166509761790838,0.0
8.45,2.43,1.24,1.3,K1III,15.37803136799156,1.0
7.29,3.68,0.83,1.53,K4III,15.11923909336759,1.0
8.91,4.45,1.34,0.478,F2IV/V,17.15180005490466,0.0
7.86,5.36,1.1,1.077,K0III,16.505823948463853,1.0
6.09,3.04,0.78,0.025,B9III,13.50436791804377,1.0
8.15,2.56,1.39,1.514,K4III,15.191199826559249,1.0
8.48,7.66,0.76,0.557,F8V,17.90114384816302,0.0
9.05,2.71,1.27,0.958,K0IV,16.21484645437203,0.0
8.71,2.35,1.13,0.073,B9V,15.565339311358683,0.0
7.9,12.39,1.15,0.453,F3V,18.365356531880316,0.0
8.95,3.31,1.42,1.397,K1III,16.549139968878592,1.0
9.28,12.88,1.54,0.65,G3IV,19.829579315118966,0.0
7.7,18.51,1.06,0.47,F5V,19.03703209376452,0.0
6.26,2.33,0.71,-0.081,B5II/III,13.096779605130095,1.0
9.32,5.41,1.31,0.505,F3V,17.98598632553285,0.0
9.16,6.23,1.5,0.611,F5/F6V,18.13244023329585,0.0
4.56,8.46,0.72,-0.02,A0V,14.196851815195117,0.0
8.27,2.47,1.09,0.949,G8III/IV,15.233484766298329,1.0
9.56,0.95,5.74,0.363,F2III/IV,14.44861802644424,1.0
6.13,7.67,0.57,0.978,G9III,15.553976819744904,1.0
6.48,9.64,0.94,0.006,A0V,16.400385169514156,0.0
7.54,2.73,1.53,1.723,K4III,14.720813235203781,1.0
6.52,8.01,0.86,0.96,G8III,16.038162580421186,1.0
7.49,2.28,0.88,1.198,K1III,14.279674235002268,1.0
8.61,12.87,0.97,0.676,G3V,19.157892734521933,0.0
7.78,3.59,1.1,1.045,K3IV,15.555472242891597,0.0
6.11,8.5,0.98,0.184,A7IV,15.757094628571465,0.0
6.94,10.28,0.85,0.273,F0/F2IV,16.999965573296283,0.0
9.8,4.07,2.09,0.547,G0V,17.847972046126102,0.0
9.42,9.74,1.67,0.47,F2V,19.362794784393078,0.0
9.36,4.15,1.76,0.724,G3V,17.450240483560464,0.0
7.05,5.06,0.78,1.053,K0III,15.570752584198996,1.0
8.94,7.01,0.93,0.49,F5V,18.168590089833295,0.0
8.63,6.43,1.41,0.555,F5V,17.671054864621112,0.0
7.95,4.05,0.95,1.185,K1III,15.987275116073342,1.0
8.93,1.71,1.3,1.2,G8III,15.09498055196077,1.0
7.47,7.65,1.4,0.563,G0V,16.888307175768087,0.0
7.98,3.59,0.97,1.058,K0III,15.755472242891596,1.0
7.49,5.48,0.84,-0.028,B9Vp...,16.183902792421847,0.0
9.43,0.62,2.35,0.65,A4III,13.39195844749127,1.0
8.0,4.82,1.02,0.85,G3III,16.41523519119425,1.0
8.43,3.66,1.19,1.873,K5III:,16.24740542697205,1.0
7.35,4.14,0.82,1.169,K2III,15.435001705604495,1.0
9.15,220.85,0.92,1.505,M3.5Vvar,25.870487017972053,0.0
4.26,22.64,0.94,1.075,G8/K0III/IV,16.03438211258117,1.0
8.92,5.38,1.75,1.097,K0III,17.573911378331946,1.0
7.44,18.54,1.15,0.549,F6V,18.780548649042395,0.0
8.17,1.12,0.86,1.586,K5/M0III,13.416090113350908,1.0
8.81,2.99,1.26,0.315,F0III:,16.18835594162215,1.0
6.04,15.07,0.57,0.158,A5V,16.93056626157316,0.0
10.16,5.21,2.3,0.558,G2/G3V:,18.744188616497624,0.0
8.68,7.2,1.34,0.462,F5V,17.966662482156345,0.0
5.35,9.91,0.49,1.142,K1III,15.330368272426377,1.0
6.33,23.53,0.54,0.596,F9V,18.18810963588011,0.0
9.21,2.28,1.38,0.731,G2IV/V,15.99967423500227,0.0
8.89,4.06,1.05,0.985,G8III,16.93263016788597,1.0
8.2,1.27,1.07,1.407,K3III,13.719018604779784,1.0
9.21,5.49,2.13,0.469,F3V,17.90786172225046,0.0
4.77,42.62,0.53,0.43,F5V,17.918067226890916,0.0
7.92,2.89,0.99,1.496,K3/K4III+..,15.22448921378274,1.0
7.45,8.43,0.96,1.079,K0III,17.079137873123713,1.0
8.01,1.89,0.81,1.622,K5III,14.39230902086622,1.0
5.87,10.17,0.5,1.016,G9III,15.906604764613721,1.0
8.69,2.23,1.16,1.02,G8III,15.431524315240804,1.0
7.93,11.86,1.07,0.409,F2V,18.30042344514122,0.0
8.45,7.87,1.25,0.505,F6V,17.92987366179532,0.0
8.72,14.37,1.26,0.541,G0V,19.50728384067113,0.0
6.92,3.25,1.37,-0.032,B8III,14.479416804894372,1.0
9.4,5.63,1.34,0.404,F0IV,18.15254197425673,0.0
8.53,13.89,1.1,0.504,F6V,19.243511228688078,0.0
9.29,4.34,1.5,0.491,F5V,17.477448647562554,0.0
8.29,1.84,1.84,0.161,B3IV,14.614089115047681,0.0
7.55,4.51,0.86,1.212,K1/K2IIICN.,15.820882709389803,1.0
9.38,0.63,2.08,0.175,A3Vp...,13.37670274726791,0.0
9.31,11.63,1.88,0.6,G1/G2V,19.637898573642243,0.0
5.89,9.43,0.88,1.109,K0III-IV,15.762558463686641,1.0
8.97,11.05,2.59,0.84,G2V...,19.18681139010565,0.0
8.97,1.35,1.42,1.057,G8/K0III,14.621668842475032,1.0
8.61,5.61,1.24,1.071,G8/K0III,17.354814306280808,1.0
8.16,2.66,1.35,0.416,B2Vne,15.284408183155335,0.0
5.76,13.59,0.66,0.114,A2Vn,16.42609728366247,0.0
8.69,1.34,1.24,1.555,K3III,14.325523991824038,1.0
8.5,1.05,1.35,1.942,M1/M2III:,13.605946495349691,1.0
3.54,30.93,1.03,0.262,F0IIIp,15.991899600015895,1.0
5.94,1.22,0.99,0.357,F0IV,11.371799153373741,0.0
8.62,2.42,1.06,1.094,K0III,15.539076829902156,1.0
8.52,4.84,1.19,0.881,G6wG0III/IV,16.944226808222062,1.0
8.55,2.87,1.26,0.436,F3IV/V,15.839409483669963,0.0
9.07,0.64,1.24,0.149,B6III,13.100899869919436,1.0
8.28,8.98,1.78,0.456,F3V,18.04638168333652,0.0
8.95,3.1,1.46,0.969,G8/K0III,16.406808469171363,1.0
9.35,8.37,1.59,0.533,F5/F6V,18.963627289966297,0.0
4.58,5.94,0.81,0.132,B8II-IIIMNp,13.448932224905969,1.0
8.3,8.01,1.14,0.582,G0V,17.818162580421188,0.0
6.68,17.82,1.68,0.757,G8IV/V,17.93453849850428,0.0
9.52,16.6,1.26,0.725,G6/G8V,20.620540440200273,0.0
7.16,29.8,0.93,0.641,G4IV-V,19.531081320381276,0.0
7.0,1.25,0.88,1.677,M1III,12.484550065040281,1.0
8.62,1.05,1.26,0.681,B3III,13.725946495349689,1.0
9.16,7.04,1.39,0.607,F5/F6V,18.39786329571056,0.0
8.98,11.16,1.32,0.763,G6V,19.2183209730078,0.0
8.65,2.45,1.14,0.32,F0IV/V,15.595830421822663,0.0
9.23,2.04,1.52,0.153,B9V,15.778150837129495,0.0
9.36,2.58,1.49,0.526,F5/F6III/IV,16.41809852981615,1.0
7.97,14.93,1.28,0.571,G1IV,18.840299038625126,0.0
8.13,6.33,1.01,0.415,F5V,17.13701855008678,0.0
8.59,4.38,1.16,1.315,K3III,16.797370552520498,1.0
5.25,23.71,0.75,0.195,A7V,17.124657769890938,0.0
7.34,8.87,0.9,0.335,A8V,17.07961809915863,0.0
9.99,4.08,1.91,0.551,F3/F5V,18.0433008154494,0.0
6.09,4.71,0.84,-0.057,B8V,14.45510453564448,0.0
8.52,3.13,1.23,1.787,K5/M0III:,15.997721687732241,1.0
5.74,7.67,0.86,1.228,K0III,15.163976819744905,1.0
6.83,2.05,0.97,1.906,K5III,13.388769305278771,1.0
9.77,8.93,1.48,0.48,F6V,19.524257294442734,0.0
9.81,7.98,2.47,0.73,G3V,19.320014456753647,0.0
7.28,2.9,0.66,0.04,B9IV/V,14.591989989494781,0.0
7.72,5.1,0.85,1.503,K4III,16.25785088048968,1.0
8.97,3.51,1.24,1.226,K0III,16.69653558232912,1.0
8.3,4.21,1.12,0.205,B9III/IV,16.42141047917834,1.0
9.13,8.68,1.35,0.515,F6/F7V,18.82259862588246,0.0
9.1,1.98,1.24,-0.055,B1V,15.583325951307655,0.0
6.19,9.66,0.86,0.827,G6III/IV,16.114885632077467,1.0
7.9,6.78,1.67,0.48,F5V,17.05614846933532,0.0
9.23,2.76,1.5,1.03,G6III,16.434545410326088,1.0
8.71,10.31,1.34,0.59,F8/G0V,18.776293326417584,0.0
8.45,6.17,1.04,0.089,A0V,17.401425820166207,0.0
6.58,6.9,0.64,0.993,G5III:,15.774245453686277,1.0
9.43,2.04,1.77,0.144,B2III,15.978150837129494,1.0
8.61,8.35,1.17,0.453,F3V,18.21843237741801,0.0
7.43,12.53,1.03,0.997,K1IV,17.91975535497075,0.0
6.12,10.68,0.99,0.567,F6III,16.262856263462687,1.0
7.24,18.97,1.07,0.714,G5V,18.63033665444331,0.0
7.68,12.29,1.07,0.451,F5V,18.12775941443227,0.0
8.6,6.96,1.39,0.962,G8III,17.81304619805281,1.0
7.7,19.38,1.18,0.573,F8V,19.136768863573735,0.0
9.68,2.57,1.46,0.432,A8V,16.729665616656472,0.0
6.25,8.42,0.83,1.021,F4IV...,15.876560457498247,0.0
9.51,11.32,1.55,0.51,F7/F8V,19.779232134261264,0.0
8.11,10.53,0.91,0.543,F8V,18.222141855927433,0.0
9.09,3.12,1.56,1.11,K1III:,16.560772970092216,1.0
6.53,93.36,1.25,0.959,K3V,21.38080421518657,0.0
6.72,6.8,0.94,0.936,K1III,15.88254456353118,1.0
7.83,1.4,1.17,1.67,M0III,13.56064017839119,1.0
9.51,9.67,1.56,0.68,G5V,19.437132370415007,0.0
7.56,8.63,0.65,0.49,F5/F6III/IV,17.240053978576046,1.0
9.08,6.21,3.38,0.76,G6/G8V,18.045458000882903,0.0
8.43,21.04,1.21,0.682,G5V,20.045228677408506,0.0
3.82,6.58,0.56,-0.179,B3V SB,12.911129468069777,0.0
9.1,4.84,2.85,0.998,G6/G8III:,17.52422680822206,1.0
7.41,26.38,0.91,0.632,G3V,19.516373956051734,0.0
7.57,14.29,1.14,0.404,F0V,18.345161143954854,0.0
8.07,11.76,1.06,0.46,F3/F5V,18.4220366087006,0.0
8.22,10.08,1.4,0.374,F2IV,18.237302660547535,0.0
8.86,7.74,1.46,0.642,G2V,18.303704803414462,0.0
9.87,4.62,1.22,0.421,F4V,18.193209877780625,0.0
8.39,18.32,0.78,0.576,G0V,19.70462734665916,0.0
7.16,0.83,0.89,0.009,B3IV/V,11.75539046188037,0.0
8.08,3.56,1.22,1.054,K0III,15.837249989864377,1.0
8.86,7.46,1.12,0.605,F8V,18.223694137363346,0.0
8.57,12.37,1.17,0.607,G1V,19.031848498145603,0.0
9.6,7.56,1.57,0.527,F6V,18.99260897750603,0.0
6.05,6.12,0.58,1.599,M2III,14.983757110727804,1.0
8.66,0.43,1.25,1.415,K2/K3III/IV,11.827342277897934,1.0
6.74,1.88,0.91,-0.009,B7Ve,13.110789246318399,0.0
7.7,5.38,1.65,1.001,K0III,16.353911378331947,1.0
7.44,3.54,0.97,-0.025,B7/B8IV,15.18501631012894,0.0
8.53,2.47,0.89,0.017,B9.5V,15.493484766298328,0.0
8.85,1.08,1.83,0.934,G8III,14.017118777434748,1.0
8.31,6.64,1.15,0.463,F3V,17.420840396840088,0.0
4.76,45.72,0.79,0.415,F3IV,18.060531108616217,0.0
7.22,1.23,1.03,0.178,B3Vne,12.66952555719699,0.0
9.26,2.46,1.42,0.488,F3V,16.214675535516896,0.0
9.98,4.65,1.75,0.642,G3/G5V:,18.31726476444977,0.0
9.38,8.16,1.68,0.753,G6/G8IV,18.938450793769306,0.0
7.7,1.9,1.15,1.025,K0III,14.093768004764144,1.0
8.96,5.35,1.29,0.428,F3V,17.601768910106145,0.0
7.66,5.47,2.0,0.496,F3/F5V,16.349936631667155,0.0
8.83,1.66,1.49,1.16,G6III,14.930540440200275,1.0
9.44,6.15,1.6,0.391,F0V,18.384375578877084,0.0
8.4,1.68,0.98,1.451,K3III,14.526546408629315,1.0
6.3,8.09,0.66,1.075,K0III,15.83974260806136,1.0
8.25,2.66,1.16,0.195,B9V,15.374408183155335,0.0
7.26,2.17,0.87,-0.015,B4V,13.942298669242648,0.0
10.32,22.13,1.97,1.07,K7V,22.044907069636288,0.0
6.48,8.6,0.69,0.999,G8III,16.15249225621784,1.0
7.3,13.63,1.04,0.677,G5V,17.972479279173367,0.0
9.95,3.6,1.83,0.682,G5V,17.731512503836434,0.0
7.61,3.06,1.08,1.289,K2III,15.0386071324079,1.0
8.84,4.49,1.18,0.443,A9V,17.101231705016616,0.0
8.65,3.52,1.33,1.248,K1III,16.382713317390657,1.0
8.47,4.28,1.19,0.199,A0V,16.627218845065862,0.0
8.57,1.81,1.15,1.178,K0IIICN...,14.858392874345924,1.0
6.01,2.13,0.8,1.673,K3III + (G),12.651898017193687,1.0
9.15,3.32,1.34,1.451,K2/K3III:,16.75569041852018,1.0
8.91,4.29,1.48,0.337,F0IV/V,17.07228646092362,0.0
8.58,5.15,1.28,0.489,F3V,17.139036145205957,0.0
8.48,5.4,1.32,0.494,F3V,17.141968799114842,0.0
9.15,11.01,1.29,0.404,F3/F5IV,19.358936594858758,0.0
6.37,4.88,1.32,1.204,K1III+...,14.812099110013552,1.0
9.21,2.06,11.6,0.457,F4V,15.779336101845768,0.0
8.48,8.13,1.09,0.584,F8V,18.030452727970342,0.0
8.18,7.35,1.27,0.363,F0V,17.511436695420976,0.0
6.34,7.76,0.82,0.04,A1V,15.789308606290943,0.0
7.8,11.05,1.18,0.655,G1V,18.016811390105648,0.0
5.78,4.94,0.9,-0.004,A0V,14.248634744618236,0.0
8.9,7.64,1.24,0.505,F5V,18.31546679287845,0.0
7.92,1.96,1.04,1.715,M0III,14.38128035678238,1.0
6.0,9.83,0.48,1.068,K0III:,15.962767589160679,1.0
4.24,19.41,1.07,0.086,A2Va,15.680127676941813,0.0
9.38,16.72,1.8,0.9,K1IV/V,20.49618136551499,0.0
8.27,5.42,1.23,0.539,F6V,16.939996432691935,0.0
7.51,5.34,1.03,0.149,A1V,16.14770628514278,0.0
5.97,2.63,0.78,1.271,G7III,13.06977874244879,1.0
7.81,4.81,0.78,0.946,G8III,16.22072538186916,1.0
7.91,3.61,0.95,0.002,B9IV,15.697536009528289,0.0
10.21,7.05,2.07,0.549,G8V,19.450945584956994,0.0
8.77,6.77,1.43,0.465,F3V,17.92294334342572,0.0
6.73,11.08,0.88,0.52,F8IV,16.952698801962054,0.0
8.33,13.15,1.21,0.574,F8/G0V,18.924628764128883,0.0
9.06,3.36,1.28,1.05,G8/K0III,16.69169638694922,1.0
7.41,8.25,1.17,0.471,F6IV,16.992269742749627,0.0
9.45,5.04,1.92,0.565,F3/F5V,17.962152682227625,0.0
8.7,2.0,1.23,0.05,B9IV,15.205149978319906,0.0
8.32,2.21,1.65,1.096,G6IV,15.041961368425554,0.0
4.57,45.38,0.82,0.434,F5IV-V,17.854322457744587,0.0
9.13,4.23,1.36,0.912,G8IV,17.26170183687521,0.0
9.2,6.81,1.61,0.563,G3V,18.365735559563923,0.0
9.17,7.2,1.54,0.457,F3V,18.456662482156343,0.0
5.81,44.8,1.94,0.53,G0V,19.06639006999072,0.0
5.54,28.15,0.81,0.387,F4Vw,17.787391995936826,0.0
9.33,4.53,1.01,1.132,K0/K1III:,17.61049101006416,1.0
6.28,2.2,0.96,1.661,M3III,12.99211340411103,1.0
8.75,6.96,1.38,0.554,F5V,17.963046198052808,0.0
9.04,11.52,3.54,0.593,K2/K3III:+.,19.347262395435965,1.0
8.1,5.67,1.08,0.407,F0V,16.86791529446453,0.0
8.25,3.26,1.13,1.236,K2III,15.816088000339695,1.0
7.7,5.07,0.86,0.164,A4V,16.22503979666668,0.0
7.72,11.71,1.83,0.463,F5V,18.062784475361813,0.0
7.85,3.91,0.98,0.4,A9V,15.810883786979334,0.0
8.63,3.26,1.41,1.192,K1III,16.196088000339696,1.0
